user_id,article_id,interaction
1,12187,0.6215059186038101
1,108813,0.6861675718441769
1,13054,0.7650856432531737
1,79489,0.7521952353354582
1,4263,0.7483078260540968
1,42597,0.7273739913006593
1,101480,0.6947732910026588
1,27235,0.5936975073372904
1,44452,0.7564857461276393
1,14354,0.751411337000366
1,41080,0.7084990174036251
1,61391,0.7569950176105011
1,8765,0.7241729139672282
1,18146,0.7587256858729614
1,76568,0.753353759896986
1,15528,0.7346540586798923
1,44927,0.7734417257473813
1,21476,0.7332492403244165
1,42954,0.7603841795147829
2,34698,0.861664552804977
2,35291,0.8882118570903504
2,23687,0.9342672251576031
2,20981,0.8875198549772173
2,46421,0.9478549026524968
2,45999,0.8482917478894652
2,15125,0.9298141457923274
2,7021,0.8835934762728125
2,52440,0.6742887454952915
2,4670,0.8718598115363065
2,104931,0.8858692138897227
2,88827,0.8814859915795029
2,118055,0.9289934415349346
2,68750,0.900031834364168
2,45847,0.9009701980443192
3,39999,0.8683205545763938
3,82945,0.9241044607017176
3,53778,0.8769568043849818
3,30335,0.6808967970263328
3,26292,0.6859505858516232
3,36349,0.8149257895589406
3,93047,0.8607540468251731
3,28205,0.967317626844409
3,16823,0.83605380764727
3,111499,0.9551880610403851
3,50826,0.9050722352358387
3,102069,0.5776729472563561
3,116309,0.8677381921205749
3,16603,0.8761175474234246
3,116551,0.8364497282179861
3,82452,0.9870652268629526
3,36239,0.9079491539421631
3,41494,0.9006142553955551
3,62858,0.866460819269379
3,118990,0.9405276938177455
3,67238,0.8792969404264288
3,7985,0.8629132868246967
4,118877,0.6151115457527853
4,57091,0.6042570543639415
4,107143,0.9129325689339886
4,116945,0.9175867593908835
4,7753,0.8689699824403996
4,23674,0.8933117188212754
4,85379,0.5766214788747482
4,112457,0.949962671567693
4,114534,0.8852994157272984
4,42213,0.8819772338153641
4,83707,0.8924459306702519
4,12495,0.8801698306082666
4,60204,0.9535545053587338
4,82127,0.8620321480830413
4,54339,0.619006449971462
4,11864,0.9031744484816235
4,10050,0.6059426546622374
5,65906,0.6236018098326048
5,64999,0.8664939299136509
5,96787,0.8440819123731103
5,114650,0.6415548516805695
5,62088,0.9373073201102847
5,87715,0.9026762642975934
5,22072,0.9225263878236495
5,46140,0.8561821446484201
5,111632,0.7916370252239444
5,101332,0.8677393807321474
5,38255,0.8808661975619141
5,97172,0.7260560043916601
5,81397,0.8030370967731557
5,47470,0.8572808276671103
5,12951,0.8839295768917848
5,99172,0.9665945847997207
5,55460,0.837049285990539
5,99775,0.8460304191963869
5,59085,1.0
5,1520,0.6473508755078469
5,90688,0.6164204694258365
5,80899,0.7046302021503357
5,87837,0.6590721751214463
5,32988,0.6538546361485151
5,62199,0.6379969624062977
6,33556,0.604152510520287
6,68251,0.7780660469854432
6,33280,0.8022227045339427
6,53397,0.7273098033069467
6,2168,0.7224100116319503
6,111446,0.8293023009840267
6,7529,0.6748266010898722
6,79380,0.7010261813801819
6,59136,0.6858039725520255
6,16896,0.7138050108470873
6,76793,0.6490560332660518
6,37792,0.7643346478400532
6,116220,0.7265979229056386
6,64925,0.8261217775910271
6,103032,0.7302854513709203
6,111335,0.8479326066410656
6,6125,0.7572734359112544
6,3023,0.727427138505819
7,76396,0.648561574537262
7,90532,0.689467392491639
7,83785,0.7234909658667021
7,64782,0.6288747429103432
7,105444,0.7346437574194643
7,62124,0.7393534462378901
7,98292,0.6567908873709853
7,97498,0.759687103179376
7,14533,0.6533318418593094
7,87365,0.5713830410002342
7,74023,0.689549195091768
7,95337,0.6043148418527682
7,16724,0.737022071832673
7,79683,0.8116619476842379
7,119353,0.7646969339731153
7,89356,0.6975914174369976
8,4637,0.8937341251274533
8,61654,0.8374924612659597
8,119579,0.6071039955684514
8,36872,0.6882088599887234
8,82582,0.8865826119102649
8,36938,0.6897568153868412
8,76565,0.5618748757173109
8,30459,0.8208579412340973
8,6076,0.7636299357289923
8,86076,0.7636790159259959
8,82569,0.8699523049225771
8,82302,0.5753513062698391
8,71315,0.6384621886387197
8,19737,0.6810872817755209
8,63622,0.6689630619235706
8,95355,0.855203481487692
8,18556,0.8347623420903657
8,59580,0.6870160242353284
8,10239,0.6487590507248676
8,67041,0.8852188648831423
8,82584,0.7696336429097975
9,47682,0.8244535196603093
9,42450,0.6726482259534181
9,63758,0.7788002787722442
9,113607,0.7161993018555517
9,37811,0.6667142916070917
9,52352,0.7513002352627044
9,48183,0.7777105864599207
9,26104,0.7818040674700849
9,98822,0.804484062625349
9,36703,0.6844259723750966
9,71663,0.7794637350816707
9,12973,0.7745023131610488
9,10426,0.6939816767505553
9,34407,0.7775019518641852
9,16045,0.7772380687060483
9,77700,0.7415796257379009
9,7106,0.727609887792225
9,69465,0.6604809794970341
9,29789,0.7228476886378933
9,17173,0.6824723907381158
9,79157,0.655251778644294
9,89590,0.6964614049613362
9,56588,0.6760362752185047
9,20804,0.7037869192180699
9,38134,0.7890277688956944
9,54450,0.8112617896836427
9,61596,0.8540245173653778
9,10437,0.7958015563658948
9,69638,0.7552300533272902
9,46566,0.6851667111993152
9,11015,0.7574200928512576
10,82844,0.734097217740333
10,62319,0.7261269221948893
10,68300,0.7768618705046101
10,105176,0.5532687590996515
10,18995,0.9466882725634593
10,84206,0.7041240071035513
10,63682,0.717236453271144
10,108263,0.6240888993106439
10,110205,0.859083822856489
10,81093,0.8705582923716165
10,13131,0.6877178386202978
10,66977,0.7225354220712727
10,114092,0.8984198007646247
10,1729,0.7450140625721605
10,41364,0.7786114171548413
10,45455,0.7547193189381827
10,10057,0.798728956070202
10,61192,0.49412290949616505
10,5155,0.7843560486328915
10,964,0.6194326006292086
10,47569,0.742272033437023
10,87560,0.8610100039960417
10,61298,0.8534941940886523
10,103709,0.8338562865425792
10,43594,0.7879911429332203
10,20028,0.669879032025972
10,42684,0.7812276562895433
10,11848,0.8423822783759749
10,30380,0.6734031601026945
10,21251,0.8176851065799883
10,115045,0.741501300780331
11,16435,0.8878672183237356
11,114594,0.8084320466079788
11,9775,0.7632405303098604
11,112636,0.7674512622517841
11,69995,0.6080220197910982
11,24910,0.8328303317386235
11,6701,0.8335097194384742
11,63696,0.7384699559141636
11,113339,0.6408233351197927
11,36122,0.8331408993141689
11,36437,0.7921809689553445
11,75809,0.6354733789407173
11,24866,0.8592042374399739
11,84629,0.5825728898933229
11,61420,0.6786165613419765
11,106772,0.8433740207002802
11,115333,0.856748920147247
11,16959,0.6361539156929185
11,6063,0.8226632970216737
11,83953,0.7900746166166964
11,85727,0.6462708396517528
11,111047,0.7690286106975054
11,89698,0.9485243109534772
12,108357,0.728046476096169
12,70791,0.6737214274130571
12,71158,0.7076664355941982
12,117682,0.7413415476836462
12,21935,0.6849026040132931
12,87300,0.7566612435528874
12,103639,0.6903597822820973
12,82914,0.693254673514922
12,45751,0.658867711579848
12,49025,0.7107957404921252
12,2672,0.74756356708015
12,39707,0.7313246614708282
12,89010,0.6182855020063113
12,2819,0.6729324841638612
12,99402,0.6637882864142572
12,61624,0.6826001978511103
12,12800,0.8675718225382261
12,75395,0.7678268654671231
12,15273,0.7303226790347529
12,25847,0.673002273040481
12,84025,0.677298045325147
13,35038,0.7989548338176268
13,38759,0.5793065607349386
13,99639,0.5758776246465838
13,27986,0.6461376194735947
13,15791,0.7989898762587367
13,103963,0.6890476982052145
13,35906,0.6463666810698185
13,38944,0.6704449086937916
13,36163,0.71660489688481
13,113758,0.8106386762788585
13,62363,0.7330690114248375
13,55046,0.6639740953694327
13,109036,0.867643851685737
13,65063,0.6066897799851653
13,102848,0.8253722579642367
13,96203,0.7542348628619604
13,29869,0.6182536679822777
13,40590,0.6825118757194684
13,85056,0.8501312782725181
13,36486,0.6109018255463025
13,65618,0.8706291634813688
13,31957,0.7182511384909904
13,45957,0.7817751513876068
13,15125,0.6733095904366062
13,96994,0.7962796736240091
13,5138,0.7177777339786697
13,58364,0.7652003889278155
13,57931,0.7135030349552267
13,92082,0.8430114659613357
13,13434,0.7133670286489421
13,106870,0.6960764791364188
13,45046,0.62790337738389
13,104390,0.8792039388330525
14,6352,0.706553828778873
14,117926,0.6210762994875235
14,98255,0.9134934986052048
14,42034,0.8812221976695885
14,118075,0.6494131724882377
14,949,0.8314779193469086
14,59015,0.8883460651761961
14,26847,0.6974003004828957
14,27885,0.9200746743237963
14,60790,0.8265305657810768
14,16387,0.8877468338977925
14,82856,0.7585335148747563
14,106769,0.6875792025071071
14,100438,0.8586786699100641
14,100717,0.6783366452871216
14,46207,0.8843554738947064
14,59465,0.8824430333221405
14,2048,0.5995740988850827
14,118614,0.8846923065632633
14,76653,0.7629501097310077
14,55138,0.705080396259287
14,73959,0.9294923236259595
14,102940,0.7816064424478307
14,33443,0.8497925065900396
14,105601,0.6872214321065001
14,58084,0.9606521659539103
14,88507,0.8705616560287656
14,30445,0.6988695998749774
14,54855,1.0
15,25647,0.8827144611335465
15,4511,0.8818594428382533
15,85731,0.5569298997243916
15,102356,0.8320592107534738
15,42869,0.6579772965253851
15,40915,0.6922181347248019
15,23047,0.6214228350947532
15,27667,0.664609756073765
15,85056,0.8843103001617237
15,33805,0.7832306097251373
15,93859,0.6454955361626715
15,48228,0.8924381737204978
15,2649,0.822561602099949
15,110545,0.6682240797180976
15,22250,0.756075189537006
15,50366,0.8395083456051882
15,55581,0.8830892378940346
15,80092,0.7062452268868327
15,107077,0.9051039586710119
15,26687,0.900644767010989
15,74700,0.9605739871024519
16,27472,0.696054387161562
16,21828,0.6688842226396727
16,6885,0.7915175674532937
16,30736,0.761914491590177
16,36790,0.7160204883798086
16,111190,0.6902919167360657
16,55376,0.8017525176810248
16,3311,0.8015744199574926
16,25972,0.8138460741763531
16,118677,0.756058382850895
16,87821,0.8255414138739698
16,12527,0.7525171843192331
16,85633,0.7769406114730947
16,41409,0.8543801077569091
16,75007,0.824528367626367
16,40682,0.8268524726251626
16,113159,0.43277165120134575
16,100082,0.8326488398255607
16,50122,0.7744553076845645
16,16784,0.6169036116285327
16,4119,0.8304622186225747
16,54415,0.740193535361908
16,27245,0.8082798729690069
16,16350,0.6024006888950438
16,56420,0.7353727732614997
16,76989,0.7283330830211082
16,46375,0.5911195067736975
16,60473,0.865294370548638
16,74144,0.8322510452476667
16,114640,0.7335246469156761
17,75608,0.8945144227674081
17,33152,0.983609136274642
17,9198,0.9753858043162257
17,91573,0.9479865543301426
17,92445,0.9161836201365077
17,31339,0.8731810639222474
17,94907,0.9413409296276175
17,43489,0.6728333079632991
17,57117,0.9474578189224208
17,10165,0.7123895608483573
17,45320,0.8268906435816712
17,55565,0.9122540766738071
17,102988,0.8928038123589008
17,34526,0.9254478042731448
17,110835,0.9404521441410423
17,66753,0.8006349075164567
17,114775,0.9094137621297131
17,28010,0.9197841631535488
17,91330,0.9339034663682173
17,94179,0.9589522265889688
17,45087,0.9499293427030555
17,17542,0.9583401171518005
17,70214,0.9147417051095633
17,60306,0.8827622818957793
17,34323,0.8618641523708606
17,32686,0.6005474928948926
17,10980,1.0
17,30311,0.9171375314402944
17,68752,0.9155628064103406
17,75614,0.9823479198138033
17,50280,0.9662571393498928
17,26003,0.5857312182386786
17,92288,0.9819017085872571
17,31621,0.5835984976997932
18,73094,0.7643525863605054
18,109170,0.7380726256080592
18,22231,0.6960262448804182
18,7859,0.6392616428956476
18,117968,0.6866384580389433
18,9419,0.6873049465753678
18,101798,0.8134796101228704
18,104034,0.7411707357878943
18,45141,0.8086699281606486
18,47215,0.7137511530619831
18,32027,0.7872011201834023
18,60105,0.7124349895841702
18,83948,0.758203715192532
18,105000,0.6945525202765845
18,41359,0.7561143981574234
18,69422,0.6983793817715793
18,34082,0.670074197831777
18,22916,0.6789522361075258
18,47717,0.7386572058735682
18,56289,0.747242662225029
18,65623,0.6717325354227778
18,105025,0.6132657001207542
18,50864,0.7808651154876642
18,43980,0.7183042948428304
18,5315,0.7334980840820794
18,97998,0.583756513486305
18,67632,0.7509481242599523
18,56386,0.6972306073777231
18,35802,0.7256457945853299
18,65175,0.7657972255120294
19,22163,0.6451363892901903
19,45373,0.7312202404166777
19,55110,0.6667626961826275
19,10331,0.764441683367786
19,119981,0.6474950028010832
19,34256,0.6685105766600025
19,16063,0.7397081223218787
19,31361,0.7234519525633104
19,35582,0.76482424684208
19,81899,0.7039400640748866
19,62442,0.6651422334855135
19,104973,0.7622188360081675
19,18474,0.7369012540327583
19,92121,0.7311179430849916
19,22231,0.7623638415758325
19,95010,0.6280279304225711
19,92062,0.6910365963630973
19,79481,0.7649619843787084
19,107180,0.6331459862961435
19,47922,0.699975167472032
19,12701,0.7588262024642569
19,43984,0.6650567521211261
19,66318,0.5834351810522087
19,70374,0.5531849784188427
19,71533,0.7319219512855046
19,44987,0.7365697266432126
19,52716,0.6709757480329401
19,45896,0.7151182842932946
19,14754,0.7026639739091702
19,46453,0.6847442323100655
19,84958,0.6297096221302132
19,5390,0.7043243573820834
19,56420,0.6942010191233474
19,17248,0.8077996905148813
20,118602,0.615802408290925
20,71410,0.7284977923789078
20,78836,0.7666214046793537
20,117216,0.6699176751792728
20,25869,0.8045400410520176
20,25710,0.7823553302090421
20,4420,0.7459761517668833
20,71700,0.7037093094020925
20,92682,0.8395710308732759
20,24446,0.73586498602495
20,98437,0.7877197196517315
20,47376,0.6035889806413979
20,84588,0.8874704696009907
20,72553,0.6952857948744505
20,119889,0.6054821215364071
20,75703,0.8094903765500566
20,68066,0.6514150939293134
21,52403,0.6584804655600682
21,1867,0.5901850495217054
21,86013,0.620698456139798
21,90044,0.5647459081308125
21,3396,0.6330433151121645
21,40111,0.6191450845801167
21,78789,0.7493689954594231
21,63939,0.7589188886158964
21,70110,0.6972390368386908
21,13780,0.6588189186964677
21,13261,0.8262658442337864
21,117898,0.6906526653322673
21,69962,0.778183667515546
21,55208,0.7813918572439638
21,44571,0.7557918186856291
21,21350,0.7130068653782135
21,21974,0.6895645949865739
21,61173,0.6923936548055463
21,114198,0.7560549381645746
21,26848,0.7881349859814558
21,110163,0.6670705225589122
22,105216,0.6831967898138714
22,91426,0.7627866351060774
22,31452,0.7263446697210455
22,79566,0.6345661475508914
22,118249,0.8286408840760776
22,17893,0.6981831487387535
22,118511,0.7264759165123061
22,65841,0.8451070600309429
22,82178,0.7866113284635213
22,42607,0.6648917125535904
22,82892,0.8106290757135068
22,115853,0.7597168457525877
22,32417,0.5117303985290096
22,100277,0.7745927606451517
22,85015,0.8452632006428746
22,8642,0.7996453589568429
22,64420,0.856694993730851
22,42902,0.8059359364728805
22,58012,0.8129579343376743
22,21085,0.7739326004102135
22,32558,0.6388839074433252
22,96400,0.758242531274075
22,118205,0.7956206545275605
22,29836,0.7447155404359401
22,3571,0.8943119040928267
23,3706,0.7748752955541036
23,119705,0.6763383101992163
23,59734,0.790690511815273
23,82848,0.6750590169067135
23,39743,0.7199325945325394
23,63761,0.7127719387050676
23,50304,0.6445451827900651
23,47500,0.6830271789488205
23,110215,0.6248337446254417
23,16707,0.6539683181069936
23,30827,0.7982536193309195
23,87657,0.7351332178877549
23,110403,0.6505225575489608
23,26381,0.6709223675341736
23,109489,0.7008689908134045
23,19243,0.6814891235212583
23,70509,0.7551167583245502
23,66177,0.7687792267260505
23,35556,0.6888361363640632
23,69998,0.7226440231636012
23,16306,0.649274377954266
23,42067,0.7261054660359325
23,60079,0.6132976073460654
23,65594,0.6577108887816834
23,34216,0.7067844650829982
23,72949,0.7488172622802854
23,73343,0.7036967950430134
23,50772,0.6801568821189398
23,60133,0.7036180167517271
23,8914,0.6955036908033526
23,19795,0.6727332788698708
24,5708,0.769562172126091
24,103568,0.7971421830149849
24,117617,0.755820818624729
24,97172,0.7287281670891975
24,78517,0.7342805050297097
24,116641,0.6990661953219525
24,91164,0.7413994111255502
24,118638,0.863478181016137
24,64777,0.7344762220629415
24,60243,0.7861706410409958
24,116203,0.8518208698566283
24,113184,0.7223654254034373
24,53821,0.6820539445816639
24,78424,0.8469509053705472
24,76691,0.749905530248048
24,96803,0.7135095331844737
24,27544,0.7848319267550988
24,13365,0.7427326160072052
24,101045,0.7190519053386478
24,88364,0.6907228419736576
24,84091,0.652531934059471
24,71050,0.7017987791111305
24,25690,0.6228673777502612
